OBJECTID,FIRST_DIST,FIRST_Z
782,65.94912528,4.5108
783,66.94835445,4.5172
784,67.94758362,4.5289
785,68.94681279,4.5348
786,69.94604196,4.5536
787,70.94527113,4.5748
788,71.9445003,4.5972
789,72.94372947,4.6178
790,73.94295865,4.637
791,74.94218782,4.6447
792,75.94141699,4.6337
793,76.94064616,4.6189
794,77.93987533,4.6099
795,78.9391045,4.6098
796,79.93833367,4.591
797,80.93756284,4.5725
798,81.93679201,4.556
799,82.93602118,4.5344
800,83.93525035,4.5255
801,84.93447953,4.522
802,85.9337087,4.5127
803,86.93293787,4.5042
804,87.93216704,4.4827
805,88.93139621,4.317
806,89.93062538,3.892
807,90.92985455,3.4296
808,91.92908372,3.1722
809,92.92831289,2.9532
810,93.92754207,2.7587
811,94.92677124,2.5697
812,95.92600041,2.3863
813,96.92522958,2.2246
814,97.92445875,2.1112
815,98.92368792,2.0735
816,138.8928548,-0.2466
817,139.8920839,-0.2454
818,140.8913131,-0.2691
819,141.8905423,-0.3035
820,142.8897714,-0.3175
821,143.8890006,-0.3335
822,144.8882298,-0.3475
823,145.887459,-0.3752
824,146.8866881,-0.3947
825,147.8859173,-0.406
826,148.8851465,-0.4172
827,149.8843756,-0.4263
828,0,3.9985
829,0.999229173,4.0396
830,1.998458343,4.094
831,2.997687512,4.1505
832,3.996916686,4.2173
833,4.996145855,4.3741
834,5.995375024,4.5112
835,6.994604198,4.5254
836,7.993833369,4.5239
837,8.993062536,4.5134
838,9.99229171,4.4972
839,10.99152088,4.5103
840,11.99075005,4.595
841,12.98997923,4.6277
842,13.98920839,4.6719
843,14.98843757,4.7561
844,15.98766674,4.8241
845,16.98689591,4.915
846,17.98612508,5.0744
847,18.98535425,5.1822
848,19.98458342,5.1824
849,20.98381259,5.0443
850,21.98304176,4.8527
851,22.98227093,4.8919
852,23.9815001,5.0542
853,24.98072927,5.1786
854,25.97995844,5.0839
855,26.97918762,4.8754
856,27.97841679,4.7149
857,28.97764596,4.6001
858,29.97687513,4.5249
859,30.9761043,4.4801
860,31.97533347,4.447
861,32.97456264,4.4061
862,33.97379181,4.3771
863,34.97302098,4.3529
864,35.97225016,4.3212
865,36.97147933,4.3015
866,37.9707085,4.2811
867,38.96993767,4.2704
868,39.96916684,4.2493
869,40.96839601,4.2165
870,41.96762518,4.2056
871,42.96685435,4.1874
872,43.96608352,4.175
873,44.96531269,4.1701
874,45.96454186,4.1798
875,46.96377103,4.1902
876,47.96300021,4.2053
877,48.96222938,4.2285
878,49.96145855,4.2513
879,50.96068772,4.2902
880,51.95991689,4.34
881,52.95914606,4.3857
882,53.95837523,4.4193
883,54.9576044,4.449
884,55.95683357,4.4908
885,56.95606275,4.5225
886,57.95529192,4.5262
887,58.95452109,4.5263
888,59.95375026,4.5184
889,60.95297943,4.5168
890,61.9522086,4.5064
891,62.95143777,4.5033
892,63.95066694,4.4978
893,64.94989611,4.5088
894,65.94912528,4.5189
895,66.94835445,4.5272
896,67.94758362,4.5395
897,68.94681279,4.5378
898,69.94604197,4.5513
899,70.94527114,4.569
900,71.94450031,4.5787
901,72.94372948,4.5727
902,73.94295865,4.5642
903,74.94218782,4.5545
904,75.94141699,4.5389
905,76.94064617,4.5254
906,77.93987533,4.5268
907,78.93910451,4.5276
908,79.93833367,4.5268
909,80.93756285,4.5194
910,81.93679202,4.4995
911,82.93602119,4.4844
912,83.93525036,4.4711
913,84.93447953,4.408
914,85.9337087,4.1798
915,86.93293787,3.7725
916,87.93216704,3.444
917,88.93139621,3.1937
918,89.93062538,2.9642
919,90.92985455,2.7388
920,91.92908373,2.5447
921,92.9283129,2.4572
922,133.8967089,-0.2955
923,134.8959381,-0.3044
924,135.8951672,-0.3397
925,136.8943964,-0.3793
926,137.8936256,-0.4197
927,138.8928548,-0.4528
928,139.8920839,-0.4776
929,140.8913131,-0.4968
930,141.8905423,-0.5529
931,142.8897714,-0.6444
932,143.8890006,-0.7383
933,144.8882298,-0.8026
934,145.887459,-0.8521
935,146.8866881,-0.8795
936,147.8859173,-0.897
937,148.8851465,-0.9163
938,149.8843756,-1.006
939,0,4.3614
940,0.999229171,4.7328
941,1.998458339,4.8439
942,2.997687512,4.8737
943,3.996916683,4.8853
944,4.996145853,4.9381
945,5.995375024,5.0549
946,6.994604195,5.1657
947,7.993833366,5.197
948,8.993062539,5.1472
949,9.992291708,5.0281
950,10.99152088,4.9165
951,11.99075005,4.8156
952,12.98997922,4.7232
953,13.98920839,4.6622
954,14.98843756,4.6334
955,15.98766673,4.6091
956,16.98689591,4.5859
957,17.98612508,4.561
958,18.98535425,4.5418
959,19.98458342,4.5255
960,20.98381259,4.5061
961,21.98304176,4.4845
962,22.98227093,4.4667
963,23.9815001,4.4472
964,24.98072927,4.4223
965,25.97995844,4.3914
966,26.97918761,4.3645
967,27.97841678,4.3391
968,28.97764596,4.3135
969,29.97687513,4.2931
970,30.9761043,4.2646
971,31.97533347,4.2312
972,32.97456264,4.1976
973,33.97379181,4.1679
974,34.97302098,4.128
975,35.97225015,4.0941
976,36.97147932,4.0777
977,37.9707085,4.0833
978,38.96993766,4.09
979,39.96916684,4.1102
980,40.96839601,4.1368
981,41.96762518,4.1653
982,42.96685435,4.188
983,43.96608352,4.203
984,44.96531269,4.2109
985,45.96454186,4.2291
986,46.96377103,4.2453
987,47.9630002,4.2611
988,48.96222938,4.2713
989,49.96145854,4.2654
990,50.96068772,4.2605
991,51.95991689,4.2534
992,52.95914606,4.2434
993,53.95837523,4.2346
994,54.9576044,4.223
995,55.95683357,4.2174
996,56.95606274,4.2036
997,57.95529191,4.1898
998,58.95452108,4.1925
999,59.95375026,4.1951
1000,60.95297943,4.2077
1001,61.95220859,4.222
1002,62.95143777,4.2439
1003,63.95066694,4.2694
1004,64.94989611,4.2888
1005,65.94912528,4.3091
1006,66.94835445,4.321
1007,67.94758363,4.3382
1008,68.94681279,4.3489
1009,69.94604197,4.3546
1010,70.94527114,4.3457
1011,71.94450031,4.3287
1012,72.94372948,4.2978
1013,73.94295865,4.2704
1014,74.94218782,4.2472
1015,75.94141699,4.2275
1016,76.94064616,4.2079
1017,77.93987533,4.2142
1018,78.9391045,4.2268
1019,79.93833367,4.2429
1020,80.93756284,4.2425
1021,81.93679201,4.2546
1022,82.93602119,4.2257
1023,83.93525036,4.0936
1024,84.93447953,3.8378
1025,85.9337087,3.5702
1026,86.93293787,3.3128
1027,87.93216704,3.0825
1028,88.93139621,2.8749
1029,89.93062539,2.6847
1030,90.92985455,2.4959
1031,91.92908372,2.3121
1032,92.92831289,2.1676
1033,93.92754207,2.0553
1034,94.92677124,1.9333
1035,95.92600041,1.8094
1036,96.92522958,1.7159
1037,97.92445875,1.6546
1038,98.92368792,1.5889
1039,99.92291709,1.4904
1040,100.9221463,1.3622
1041,101.9213754,1.2075
1042,102.9206046,1.0448
1043,103.9198338,0.8866
1044,104.9190629,0.7852
1045,105.9182921,0.7567
1046,124.9036464,0.1123
1047,125.9028755,0.1121
1048,126.9021047,0.0976
1049,127.9013339,0.0723
1050,128.900563,0.0415
1051,129.8997922,-0.0086
1052,130.8990214,-0.0657
1053,131.8982506,-0.1334
1054,132.8974797,-0.214
1055,133.8967089,-0.2958
1056,134.8959381,-0.3666
1057,135.8951672,-0.435
1058,136.8943964,-0.4992
1059,137.8936256,-0.5421
1060,138.8928548,-0.5709
1061,139.8920839,-0.5964
1062,140.8913131,-0.6094
1063,141.8905423,-0.6374
1064,142.8897714,-0.6681
1065,0,4.8313
